"Seadu-sereanr";"NA";"Liik";"Konto";"Objektikood";"COFOG";"NA";"2016.ariigieelarveseadus";"NA";"NA";"NA"
"87";NA;"20";"5";NA;3;"70008440. Siseministeeriumi infotehnoloogia- ja arenduskeskus";"-17 932 961";NA;NA;NA
"88";NA;"20";"5";"SE000028";3;"Vahendid Riigi Kinnisvara ASile";"-26 803 552";NA;NA;NA
"89";NA;"20";"5";"SE000033";3;"Euroopa Liidu eesistumine";"-125 992";NA;NA;NA
"90";NA;NA;"60";NA;NA;"Muud tegevuskulud";"-26 828 672";NA;NA;NA
"91";NA;"20";"60";NA;3;"Muud tegevuskulud";"-26 828 672";NA;NA;NA
"92";NA;NA;"650";NA;NA;"Finantskulud";"-529 736";NA;NA;NA
"93";NA;NA;"650";NA;NA;"Finantskulud";"-110 000";NA;NA;NA
"94";NA;"20";"650";"SE000028";1;"Vahendid Riigi Kinnisvara ASile";"-419 736";NA;NA;NA
"95";NA;NA;"71";NA;NA;"Antud siirded riigiasutustele";"-16 274 318";NA;NA;NA
"96";NA;"10";"71";"TP016001";10;"Politseinikejapiirivalveametnikepension-Sotsiaalkindlustusametile";"-15 308 512";NA;NA;NA
"97";NA;"10";"71";"TP016001";3;"Ennetuskampaania\"TarkVanem\"elluviimiseks-TerviseArengu
Instituudile";"-150 000";NA;NA;NA
"98";NA;"20";"71";"TP014001";1;"Rahvastikuregistri toiminguteks - Maavalitsustele";"-815 806";NA;NA;NA
"99";NA;"INVESTEERINGUD";NA;NA;NA;NA;"-27 561 875";NA;NA;NA
"100";NA;"30";NA;"IN100000";1;"Investeeringud";"-266 006";NA;NA;NA
"101";NA;"30";NA;"IN100000";3;"Investeeringud";"-27 283 528";NA;NA;NA
"102";NA;"30";NA;"IN100000";9;"Investeeringud";"-12 341";NA;NA;NA
"103";"Tulud ja tuludest sõltuvad kulud";NA;NA;NA;NA;"TULUD";"39 042 382";NA;NA;NA
"104";NA;NA;"3";NA;NA;"Tegevustulud";"38 677 084";NA;NA;NA
"105";NA;NA;"32";NA;NA;"Kaupade ja teenuste müük";"1 816 958";NA;NA;NA
"106";NA;"40";"322";NA;NA;"Tulu majandustegevusest";"1 816 958";NA;NA;NA
"107";NA;NA;"35";NA;NA;"Saadud toetused";"36 860 126";NA;NA;NA
"108";NA;"40";"358";"TP014001";NA;"Saadud kodumaised toetused";"6 912 476";NA;NA;NA
"109";NA;"40";"359";NA;NA;"Saadud muud välistoetused";"10 000";NA;NA;NA
"110";NA;"40";"359";"TP014001";NA;"Saadud välistoetused (2014+ perioodi struktuuritoetused)";"15 341 895";NA;NA;NA
"111";NA;"40";"359";"VT000099";NA;"Saadud muud välistoetused";"14 595 755";NA;NA;NA
"112";NA;NA;"70";NA;NA;"Saadud siirded riigiasutustelt";"365 298";NA;NA;NA
"113";NA;"40";"70";"TP008001";NA;"Stipendium ja konkursitoetus - Justiitsministeeriumilt";"100 931";NA;NA;NA
"114";NA;"40";"70";"TP014001";NA;"Stipendium - Maksu- ja Tolliametilt";"1 900";NA;NA;NA
"115";NA;"KULUD JA INVESTEERINGUD KOKKU";NA;NA;NA;NA;"-39 042 382";NA;NA;NA
"116";NA;"KULUD";NA;NA;NA;NA;"-38 796 927";NA;NA;NA
"117";NA;NA;NA;NA;NA;"Tegevuskulud";"-38 796 927";NA;NA;NA
"118";NA;NA;"4";NA;NA;"Antud toetused ja muud ülekanded";"-34 834 868";NA;NA;NA
"119";NA;"40";"41";NA;9;"Sotsiaaltoetused";"-45 300";NA;NA;NA
"120";NA;"40";"45";NA;3;"Antud sihtotstarbelised toetused";"-11 769 359";NA;NA;NA
"121";NA;"40";"45";NA;5;"Antud sihtotstarbelised toetused";"-13 666 239";NA;NA;NA
"122";NA;"40";"45";NA;10;"Antud sihtotstarbelised toetused";"-2 525 038";NA;NA;NA
"123";NA;"40";"45";NA;3;"Välistoetuste riiklik kaasfinantseering";"-3 727 567";NA;NA;NA
"124";NA;"40";"45";NA;5;"Välistoetuste riiklik kaasfinantseering";"-2 411 689";NA;NA;NA
"125";NA;"40";"45";NA;8;"Välistoetuste riiklik kaasfinantseering";"-25 000";NA;NA;NA
"126";NA;"40";"45";NA;9;"Välistoetuste riiklik kaasfinantseering";"-43 750";NA;NA;NA
"127";NA;"40";"45";NA;10;"Välistoetuste riiklik kaasfinantseering";"-620 926";NA;NA;NA
"128";NA;NA;"5";NA;NA;"Tööjõu- ja majandamiskulud";"-3 699 592";NA;NA;NA
"129";NA;"40";"5";NA;3;"70000562. Siseministeerium";"-426 417";NA;NA;NA
"130";NA;"40";"5";NA;10;"70000562. Siseministeerium";"-173 179";NA;NA;NA
"131";NA;"40";"5";NA;3;"70008747. Politsei- ja Piirivalveamet";"-1 171 508";NA;NA;NA
"132";NA;"40";"5";NA;7;"70008747. Politsei- ja Piirivalveamet";"-240 000";NA;NA;NA
"133";NA;"40";"5";NA;3;"70000585. Päästeamet";"-38 788";NA;NA;NA
"134";NA;"40";"5";NA;8;"70000585. Päästeamet";"-750";NA;NA;NA
"135";NA;"40";"5";NA;3;"70007446. Häirekeskus";"-170 473";NA;NA;NA
"136";NA;"40";"5";NA;5;"70007446. Häirekeskus";"-147 085";NA;NA;NA
"137";NA;"40";"5";NA;3;"70008440. Siseministeeriumi infotehnoloogia- ja arenduskeskus";"-133 930";NA;NA;NA
"138";NA;"40";"5";NA;9;"70004465. Sisekaitseakadeemia";"-1 123 251";NA;NA;NA
"139";NA;"40";"5";NA;3;"Välistoetuste riiklik kaasfinantseering";"-74 211";NA;NA;NA
"140";NA;NA;"60";NA;NA;"Muud tegevuskulud";"-262 467";NA;NA;NA
"141";NA;"40";"60";NA;2;"Muud tegevuskulud";"-262 467";NA;NA;NA
"142";NA;"INVESTEERINGUD";NA;NA;NA;NA;"-245 455";NA;NA;NA
"143";NA;"40";NA;"IN100000";3;"Investeeringud";"-236 122";NA;NA;NA
"144";NA;"40";NA;"IN100000";3;"Välistoetuste riiklik kaasfinantseering";"-9 333";NA;NA;NA
"145";"Fin.tehingudFINANTSEERIMISTEHINGUD";NA;NA;NA;NA;NA;"-1 806 327";NA;NA;NA
"146";NA;"10";"102";NA;NA;"Finantsvarade vähenemine";"1 595 500";NA;NA;NA
"147";NA;"20";"206";NA;NA;"Kapitalirent";"-3 124 600";NA;NA;NA
"148";NA;"20";"206";"SE000028";NA;"Vahendid RKASile";"-277 227";NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1";NA;"Jagu 11. SOTSIAALMINISTEERIUMI valitsemisala";NA;NA;NA;NA;NA;NA;NA;NA
"2";NA;NA;NA;NA;NA;"TULUD KOKKU";"2 294 238 522";NA;NA;NA
"3";NA;NA;"3";NA;NA;"Tegevustulud";"2 267 893 735";NA;NA;NA
"4";NA;NA;"30";NA;NA;"Maksud ja sotsiaalkindlustusmaksed";"2 204 686 217";NA;NA;NA
"5";NA;NA;"32";NA;NA;"Kaupade ja teenuste müük";"5 147 163";NA;NA;NA
"6";NA;NA;"320";NA;NA;"Riigilõivud";"438 866";NA;NA;NA
"7";NA;NA;"322";NA;NA;"Tulu majandustegevusest";"4 708 297";NA;NA;NA
"8";NA;NA;"35";NA;NA;"Saadud toetused";"57 505 455";NA;NA;NA
"9";NA;NA;"358";NA;NA;"Saadud kodumaised toetused";"5 260 760";NA;NA;NA
"10";NA;NA;"359";NA;NA;"Saadud välistoetused";"52 244 695";NA;NA;NA
"11";NA;NA;"38";NA;NA;"Muud tulud";"554 900";NA;NA;NA
"12";NA;NA;"383";NA;NA;"Trahvid ja muud varalised karistused";"59 000";NA;NA;NA
"13";NA;NA;"388";NA;NA;"Muud eespool nimetamata tulud";"495 900";NA;NA;NA
"14";NA;NA;"70";NA;NA;"Saadud siirded riigiasutustelt";"26 344 787";NA;NA;NA
"15";NA;"Konsolideerimisgrupi tulud";NA;NA;NA;NA;"2 287 340 610";NA;NA;NA
"16";NA;NA;NA;NA;NA;"KULUD JA INVESTEERINGUD KOKKU";"-3 555 845 142";NA;NA;NA
"17";NA;NA;NA;NA;4;"Majandus";"-19 740 104";NA;NA;NA
"18";NA;NA;NA;NA;7;"Tervishoid";"-1 118 642 562";NA;NA;NA
"19";NA;NA;NA;NA;10;"Sotsiaalne kaitse";"-2 417 462 477";NA;NA;NA
"20";NA;"KULUD KOKKU";NA;NA;NA;NA;"-3 551 337 681";NA;NA;NA
"21";NA;NA;NA;NA;NA;"Tegevuskulud";"-3 534 849 410";NA;NA;NA
"22";NA;NA;"4";NA;NA;"Antud toetused ja muud ülekanded";"-2 359 506 254";NA;NA;NA
"23";NA;NA;"5";NA;NA;"Tööjõu- ja majandamiskulud";"-177 180 025";NA;NA;NA
"24";NA;NA;"60";NA;NA;"Muud tegevuskulud";"-998 163 131";NA;NA;NA
"25";NA;NA;"71";NA;NA;"Antud siirded riigiasutustele";"-16 488 271";NA;NA;NA
"26";NA;"Konsolideerimisgrupi kulud";NA;NA;NA;NA;"-16 488 271";NA;NA;NA
"27";NA;"INVESTEERINGUD KOKKU";NA;NA;NA;NA;"-4 507 461";NA;NA;NA
"28";NA;"Välistoetuste riiklik kaasfinantseering";NA;NA;NA;NA;"-5 218 760";NA;NA;NA
"29";"PiirmääradjaarvestuslikudvahendidTULUD";NA;NA;NA;NA;NA;"27 172 688";NA;NA;NA
"30";NA;NA;"3";NA;NA;"Tegevustulud";"993 766";NA;NA;NA
"31";NA;NA;"32";NA;NA;"Kaupade ja teenuste müük";"438 866";NA;NA;NA
"32";NA;"10";"320";NA;NA;"Riigilõivud";"438 866";NA;NA;NA
"33";NA;NA;"38";NA;NA;"Muud tulud";"554 900";NA;NA;NA
"34";NA;"10";"383";NA;NA;"Trahvid ja muud varalised karistused";"59 000";NA;NA;NA
"35";NA;"10";"388";NA;NA;"Muud eespool nimetamata tulud";"495 900";NA;NA;NA
"36";NA;NA;"70";NA;NA;"Saadud siirded riigiasutustelt";"26 178 922";NA;NA;NA
"37";NA;"10";"70";"TP003001";NA;"Riigikontrolli ametnike pension - Riigikontrollilt";"452 029";NA;NA;NA
"38";NA;"10";"70";"TP004001";NA;"Õiguskantsleri ametipension - Õiguskantsleri Kantseleilt";"57 536";NA;NA;NA
"39";NA;"10";"70";"TP005001";NA;"Kohtunike pensionid - Riigikohtult";"629 887";NA;NA;NA
"40";NA;"10";"70";"TP008001";NA;"Prokuröride eripensionid - Justiitsministeeriumilt";"397 310";NA;NA;NA
"41";NA;"10";"70";"TP008020";NA;"I ja II astme kohtunike pensionid - Justiitsministeeriumilt";"2 112 811";NA;NA;NA
"42";NA;"10";"70";"TP009001";NA;"Kaitseväelaste pensionid ja peretoetused - Kaitseministeeriumilt";"7 220 837";NA;NA;NA
"43";NA;"10";"70";"TP015001";NA;"Politseinike ja piirivalveametnike pension - Siseministeeriumilt";"15 308 512";NA;NA;NA
"44";NA;"KULUD JA INVESTEERINGUD KOKKU";NA;NA;NA;NA;"-1 288 610 308";NA;NA;NA
"45";NA;"KULUD";NA;NA;NA;NA;"-1 285 854 547";NA;NA;NA
"46";NA;NA;NA;NA;NA;"Tegevuskulud";"-1 269 366 276";NA;NA;NA
"47";NA;NA;"4";NA;NA;"Antud toetused ja muud ülekanded";"-1 119 257 944";NA;NA;NA
"48";NA;"10";"41";"SE110001";7;"Muud sotsiaaltoetused ja hüvitised";"-300 000";NA;NA;NA
"49";NA;"10";"41";"SE110001";10;"Muud sotsiaaltoetused ja hüvitised";"-1 268 964";NA;NA;NA
"50";NA;"10";"41";"SE110008";10;"Peretoetused";"-194 913 316";NA;NA;NA
"51";NA;"10";"41";"SE110009";10;"Vanemahüvitis";"-177 933 055";NA;NA;NA
"52";NA;"10";"41";"SE110010";10;"Puuetega inimeste igakuulised toetused";"-63 864 000";NA;NA;NA
"53";NA;"10";"41";"SE110011";10;"Eraldised kohustusliku kogumispensioni fondi";"-12 366 072";NA;NA;NA
"54";NA;"10";"41";"SE110012";10;"Rahvapension ja pensionilisad";"-22 910 897";NA;NA;NA
"55";NA;"10";"41";"SE110013";10;"Erijuhtudelriigipooltmakstavsotsiaalmakssotsiaaltoetusesaajateeest";"-75 523 500";NA;NA;NA
"56";NA;"10";"41";"SE110016";10;"Kaitseväelaste peretoetused";"-20 000";NA;NA;NA
"57";NA;"10";"41";"SE110017";10;"Riiklikud toetused olümpiavõitjatele";"-78 000";NA;NA;NA
"58";NA;"10";"41";"SE110018";10;"Riigikontrolli ametnike pension";"-452 029";NA;NA;NA
"59";NA;"10";"41";"SE110019";10;"Õiguskantsleri ametipension";"-57 536";NA;NA;NA
"60";NA;"10";"41";"SE110020";10;"Kohtunike pensionid";"-629 887";NA;NA;NA
"61";NA;"10";"41";"SE110021";10;"Prokuröride eripensionid";"-397 310";NA;NA;NA
"62";NA;"10";"41";"SE110022";10;"I ja II astme kohtunike pensionid";"-2 112 811";NA;NA;NA
"63";NA;"10";"41";"SE110023";10;"Kaitseväelaste pensionid";"-7 200 837";NA;NA;NA
"64";NA;"10";"41";"SE110024";10;"Politseinike ja piirivalveametnike pension";"-15 308 512";NA;NA;NA
"65";NA;"10";"41";"SE110025";10;"Avalike teenistujate pensionisuurendus";"-10 294 818";NA;NA;NA
"66";NA;"10";"41";"SE110028";10;"Täiendav puhkusetasu";"-11 285 336";NA;NA;NA
"67";NA;"10";"41";"SE110029";10;"Kahjuhüvitised seoses tööõnnetustega";"-4 949 788";NA;NA;NA
"68";NA;"10";"41";"SE110030";10;"Toetused represseeritutele";"-2 037 120";NA;NA;NA
"69";NA;"10";"41";"SE000012";10;"Riikliku pensionikindlustuse vahendid";"-451 888 760";NA;NA;NA
"70";NA;"20";"41";NA;10;"Sotsiaaltoetused";"-23 639";NA;NA;NA
"71";NA;"10";"45";"SE000001";7;"Õppelaenude tagasimaksmisega seotud kulud";"-1 940";NA;NA;NA
"72";NA;"10";"45";"SE110014";10;"Erijuhtudelriigipooltmakstavsotsiaalmakstöötunaarvelolijate
eest";"-10 920 876";NA;NA;NA
"73";NA;"10";"45";"SE110015";10;"Töötutoetus";"-10 758 091";NA;NA;NA
"74";NA;"10";"45";"SE110026";10;"Sotsiaalmakstöövõimetuspensionäridejaosalisevõipuuduvatöövõimegatöötavateisikuteeest";"-13 934 745";NA;NA;NA
"75";NA;"10";"45";"SE110027";10;"Töövõimetoetus";"-5 616 800";NA;NA;NA
"76";NA;"20";"45";NA;4;"Antud sihtotstarbelised toetused";"-3 017 728";NA;NA;NA
"77";NA;"20";"45";NA;7;"Antud sihtotstarbelised toetused";"-17 465 852";NA;NA;NA
"78";NA;"20";"45";NA;10;"Antud sihtotstarbelised toetused";"-795 424";NA;NA;NA
"79";NA;"20";"45";"SE110006";7;"Ennetustegevused ja teenused";"-116 076";NA;NA;NA
"80";NA;"20";"45";"SE000099";7;"Täiendav eraldis";"-50 000";NA;NA;NA
"81";NA;"20";"45";"SE000099";10;"Täiendav eraldis";"-338 200";NA;NA;NA
"82";NA;"20";"45";"SE000003";4;"Liikmemaksud";"-146 185";NA;NA;NA
"83";NA;"20";"45";"SE000003";7;"Liikmemaksud";"-226 343";NA;NA;NA
"84";NA;"20";"45";"SE000003";10;"Liikmemaksud";"-53 497";NA;NA;NA
"85";NA;"30";"45";"IN000099";7;"Täiendav eraldis";"-4 000";NA;NA;NA
"86";NA;"30";"45";"IN000099";10;"Täiendav eraldis";"-165 000";NA;NA;NA
"87";NA;NA;"5";NA;NA;"Tööjõu- ja majandamiskulud";"-150 108 332";NA;NA;NA
"88";NA;"10";"5";"SE000001";10;"Õppelaenude tagasimaksmisega seotud kulud";"-13 185";NA;NA;NA
"89";NA;"10";"5";"SE110004";7;"HIV/AIDSi ravimid";"-10 426 019";NA;NA;NA
"90";NA;"10";"5";"SE110031";10;"Varjupaigataotlejate majutuskeskuseteenus";"-370 587";NA;NA;NA
"91";NA;"20";"5";"SE000033";10;"Vahendid EL Nõukogu eesistumiseks";"-106 196";NA;NA;NA
"92";NA;"20";"5";NA;4;"70001969. Tööinspektsioon";"-2 127 282";NA;NA;NA
"93";NA;"20";"5";NA;4;"70003491. Riikliku Lepitaja Kantselei";"-100 070";NA;NA;NA
"94";NA;"20";"5";NA;7;"70003477. Ravimiamet";"-528 002";NA;NA;NA
"95";NA;"20";"5";NA;7;"70008799. Terviseamet";"-4 239 397";NA;NA;NA
"96";NA;"20";"5";NA;7;"70006292. Tervise Arengu Instituut";"-1 807 319";NA;NA;NA
"97";NA;"20";"5";NA;10;"70001952. Sotsiaalministeerium";"-11 352 566";NA;NA;NA
"98";NA;"20";"5";NA;10;"70001975. Sotsiaalkindlustusamet";"-11 224 960";NA;NA;NA
"99";NA;"20";"5";NA;10;"70009155.SooliseVõrdõiguslikkusejaVõrdseKohtlemiseVoliniku
Kantselei";"-160 825";NA;NA;NA
"100";NA;"20";"5";NA;10;"70003566. Astangu Kutserehabilitatsiooni Keskus";"-1 574 489";NA;NA;NA
"101";NA;"20";"5";"SE110002";7;"Kiirabiteenuse osutamine";"-38 958 203";NA;NA;NA
"102";NA;"20";"5";"SE110003";7;"Tervishoiuteenuste osutamine";"-12 424 764";NA;NA;NA
"103";NA;"20";"5";"SE110006";7;"Ennetustegevused ja teenused";"-7 389 071";NA;NA;NA
"104";NA;"20";"5";"SE110007";7;"Terviseameti diagnostikumid ja laboritarvikud";"-101 747";NA;NA;NA
"105";NA;"20";"5";"SE110005";10;"Sotsiaalteenuste osutamine";"-39 545 020";NA;NA;NA
"106";NA;"20";"5";"SE000028";4;"Vahendid Riigi Kinnisvara ASile";"-97 843";NA;NA;NA
"107";NA;"20";"5";"SE000028";7;"Vahendid Riigi Kinnisvara ASile";"-1 052 877";NA;NA;NA
"108";NA;"20";"5";"SE000028";10;"Vahendid Riigi Kinnisvara ASile";"-2 833 140";NA;NA;NA
"109";NA;"30";"5";"SE110004";7;"Varude soetamine";"-3 674 770";NA;NA;NA
"110";NA;NA;"71";NA;NA;"Antud siirded riigiasutustele";"-16 488 271";NA;NA;NA
"111";NA;"20";"71";"TP014001";7;"Ennetustegevused ja teenused-maavalitsustele";"-387 700";NA;NA;NA
"112";NA;"20";"71";"TP014001";10;"Sotsiaalse kaitse kulud maavalitsustele";"-16 100 571";NA;NA;NA
"113";NA;"INVESTEERINGUD";NA;NA;NA;NA;"-2 755 761";NA;NA;NA
"114";NA;"30";NA;"IN110000";7;"Investeeringud";"-467 800";NA;NA;NA
"115";NA;"30";NA;"IN110000";10;"Investeeringud";"-2 287 961";NA;NA;NA
"116";"TuludjatuludestsõltuvadkuludTULUD";NA;NA;NA;NA;NA;"62 379 617";NA;NA;NA
"117";NA;NA;"3";NA;NA;"Tegevustulud";"62 213 752";NA;NA;NA
"118";NA;NA;"32";NA;NA;"Kaupade ja teenuste müük";"4 708 297";NA;NA;NA
"119";NA;"40";"322";NA;NA;"Tulu majandustegevusest";"4 708 297";NA;NA;NA
"120";NA;NA;"35";NA;NA;"Saadud toetused";"57 505 455";NA;NA;NA
"121";NA;"40";"358";NA;NA;"Saadud kodumaised toetused";"42 000";NA;NA;NA
"122";NA;"40";"358";"TP014001";NA;"Saadud kodumaised toetused";"5 218 760";NA;NA;NA
"123";NA;"40";"359";"TP014001";NA;"Saadud välistoetused (EL 2014+ perioodi struktuuritoetused)";"44 516 375";NA;NA;NA
"124";NA;"40";"359";"TP014001";NA;"Saadud välistoetused (Norra ja EMP finantsinstrument)";"6 574 471";NA;NA;NA
"125";NA;"40";"359";"VT000099";NA;"Saadud muud välistoetused (Euroopa Komisjon)";"1 153 849";NA;NA;NA
"126";NA;NA;"70";NA;NA;"Saadud siirded riigiasutustelt";"165 865";NA;NA;NA
"127";NA;"40";"70";"TP015001";NA;"Ennetuskampaania\"TarkVanem\"elluviimiseks-Siseministeeriumilt";"150 000";NA;NA;NA
"128";NA;"40";"70";"TP009001";NA;"Riigikaitseinimfaktorigaseonduvajätkusuutlikkuseuurimissuuna
arendamine-TerviseArenguInstituudile";"15 865";NA;NA;NA
"129";NA;"KULUD JA INVESTEERINGUD KOKKU";NA;NA;NA;NA;"-62 379 617";NA;NA;NA
"130";NA;"KULUD";NA;NA;NA;NA;"-60 627 917";NA;NA;NA
"131";NA;NA;NA;NA;NA;"Tegevuskulud";"-60 627 917";NA;NA;NA
"132";NA;NA;"4";NA;NA;"Antud toetused ja muud ülekanded";"-33 556 224";NA;NA;NA
"133";NA;"40";"45";NA;4;"Antud sihtotstarbelised toetused";"-11 784 754";NA;NA;NA
"134";NA;"40";"45";NA;7;"Antud sihtotstarbelised toetused";"-3 882 898";NA;NA;NA
"135";NA;"40";"45";NA;10;"Antud sihtotstarbelised toetused";"-8 446 037";NA;NA;NA
"136";NA;"40";"45";"IN110000";7;"Investeeringutoetused";"-6 511 825";NA;NA;NA
"137";NA;"40";"45";"IN110000";10;"Investeeringutoetused";"-951 400";NA;NA;NA
"138";NA;"40";"45";NA;4;"Välistoetuste riiklik kaasfinantseering";"-840 117";NA;NA;NA
"139";NA;"40";"45";NA;7;"Välistoetuste riiklik kaasfinantseering";"-685 217";NA;NA;NA
"140";NA;"40";"45";NA;10;"Välistoetuste riiklik kaasfinantseering";"-334 095";NA;NA;NA
"141";NA;"40";"45";"IN110000";7;"Välistoetuste riiklik kaasfinantseering";"-2 281";NA;NA;NA
"142";NA;"40";"45";"IN110000";10;"Välistoetuste riiklik kaasfinantseering";"-117 600";NA;NA;NA
"143";NA;NA;"5";NA;NA;"Tööjõu- ja majandamiskulud";"-27 071 693";NA;NA;NA
"144";NA;"40";"5";NA;4;"70001969. Tööinspektsioon";"-641 310";NA;NA;NA
"145";NA;"40";"5";NA;7;"70003477. Ravimiamet";"-2 393 580";NA;NA;NA
"146";NA;"40";"5";NA;7;"70008799. Terviseamet";"-2 083 255";NA;NA;NA
"147";NA;"40";"5";NA;7;"70006292. Tervise Arengu Instituut";"-2 208 153";NA;NA;NA
"148";NA;"40";"5";NA;7;"70001952. Sotsiaalministeerium";"-276 889";NA;NA;NA
"149";NA;"40";"5";NA;10;"70001952. Sotsiaalministeerium";"-4 674 898";NA;NA;NA
"150";NA;"40";"5";NA;10;"70001975. Sotsiaalkindlustusamet";"-10 016 704";NA;NA;NA
"151";NA;"40";"5";NA;10;"70009155.SooliseVõrdõiguslikkusejaVõrdseKohtlemiseVoliniku
Kantselei";"-75 783";NA;NA;NA
"152";NA;"40";"5";NA;10;"70003566. Astangu Kutserehabilitatsiooni Keskus";"-1 571 546";NA;NA;NA
"153";NA;"40";"5";"SE110006";7;"Ennetustegevused ja teenused";"-150 000";NA;NA;NA
"154";NA;"40";"5";NA;4;"Välistoetuste riiklik kaasfinantseering";"-113 171";NA;NA;NA
"155";NA;"40";"5";NA;7;"Välistoetuste riiklik kaasfinantseering";"-275 485";NA;NA;NA
"156";NA;"40";"5";NA;10;"Välistoetuste riiklik kaasfinantseering";"-2 590 919";NA;NA;NA
"157";NA;"INVESTEERINGUD";NA;NA;NA;NA;"-1 751 700";NA;NA;NA
"158";NA;"40";NA;"IN110000";7;"Investeeringud";"-19 200";NA;NA;NA
"159";NA;"40";NA;"IN110000";10;"Investeeringud";"-1 472 625";NA;NA;NA
"160";NA;"40";NA;"IN110000";10;"Välistoetuste riiklik kaasfinantseering";"-259 875";NA;NA;NA
"161";"EdasiantavadmaksudTULUD";NA;NA;NA;NA;NA;"2 204 686 217";NA;NA;NA
"162";NA;NA;"30";NA;NA;"Maksud ja sotsiaalkindlustusmaksed";"2 204 686 217";NA;NA;NA
"163";NA;"51";"30";"TP014003";NA;"Sotsiaalmaks - Haigekassale (Sotsiaalmaksu ravikindlustuse osa)";"997 176 431";NA;NA;NA
"164";NA;"51";"30";"TP014003";NA;"Sotsiaalmaks,riiklikupensionikindlustusevahendid-Maksu-ja
Tolliametilt";"1 203 523 569";NA;NA;NA
"165";NA;"56";"30";"TP014003";NA;"Hasartmängumaks - Maksu- ja Tolliametilt";"3 986 217";NA;NA;NA
"166";NA;"KULUD";NA;NA;NA;NA;"-2 204 686 217";NA;NA;NA
"167";NA;NA;NA;NA;NA;"Tegevuskulud";"-2 204 686 217";NA;NA;NA
"168";NA;NA;"4";NA;NA;"Antud toetused ja muud ülekanded";"-1 206 523 086";NA;NA;NA
"169";NA;"51";"41";"SE000012";10;"Sotsiaalmaks - riikliku pensionikindlustuse vahendid";"-1 203 523 569";NA;NA;NA
"170";NA;"56";"45";"SE000017";10;"Hasartmängumaks-pere-,meditsiini-,hoolekande-,vanurite-ning
puuetegainimesteprojektid";"-2 999 517";NA;NA;NA
"171";NA;NA;"60";NA;NA;"Muud tegevuskulud";"-998 163 131";NA;NA;NA
"172";NA;"51";"601";"SE000010";7;"Sotsiaalmaks - Haigekassale (sotsiaalmaksu ravikindlustuse osa)";"-997 176 431";NA;NA;NA
"173";NA;"56";"601";"SE000018";7;"Hasartmängumaks -Eesti Punasele Ristile";"-986 700";NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"1";NA;"Jagu 13. VÄLISMINISTEERIUMI valitsemisala";NA;NA;NA;NA;NA;NA;NA;NA
"2";NA;"TULUD KOKKU";NA;NA;NA;NA;"6 095 900";NA;NA;NA
"3";NA;NA;"3";NA;NA;"Tegevustulud";"6 095 900";NA;NA;NA
"4";NA;NA;"32";NA;NA;"Kaupade ja teenuste müük";"6 095 900";NA;NA;NA
"5";NA;NA;"320";NA;NA;"Muu kaupade ja teenuste müük";"6 000 000";NA;NA;NA
"6";NA;NA;"322";NA;NA;"Tulu majandustegevusest";"95 900";NA;NA;NA
"7";NA;NA;"0";NA;NA;"KULUD JA INVESTEERINGUD KOKKU";"-62 398 360";NA;NA;NA
"8";NA;NA;NA;NA;1;"Üldised valitsussektori teenused";"-62 396 460";NA;NA;NA
"9";NA;NA;NA;NA;9;"Haridus";"-1 900";NA;NA;NA
"10";NA;"KULUD KOKKU";NA;NA;NA;NA;"-59 321 568";NA;NA;NA
"11";NA;NA;NA;NA;NA;"Tegevuskulud";"-59 321 568";NA;NA;NA
"12";NA;NA;"4";NA;NA;"Antud toetused ja muud ülekanded";"-18 796 538";NA;NA;NA
"13";NA;NA;"5";NA;NA;"Tööjõu- ja majandamiskulud";"-40 525 030";NA;NA;NA
"14";NA;"INVESTEERINGUD KOKKU";NA;NA;NA;NA;"-3 076 792";NA;NA;NA
"15";"PiirmääradjaarvestuslikudvahendidTULUD";NA;NA;NA;NA;NA;"6 000 000";NA;NA;NA
"16";NA;NA;"3";NA;NA;"Tegevustulud";"6 000 000";NA;NA;NA
"17";NA;NA;"32";NA;NA;"Kaupade ja teenuste müük";"6 000 000";NA;NA;NA
"18";NA;"10";"320";NA;NA;"Riigilõiv";"6 000 000";NA;NA;NA
"19";NA;"KULUD JA INVESTEERINGUD KOKKU";NA;NA;NA;NA;"-62 302 460";NA;NA;NA
"20";NA;"KULUD";NA;NA;NA;NA;"-59 225 668";NA;NA;NA
"21";NA;NA;NA;NA;NA;"Tegevuskulud";"-59 225 668";NA;NA;NA
"22";NA;NA;"4";NA;NA;"Antud toetused ja muud ülekanded";"-18 796 538";NA;NA;NA
"23";NA;"20";"41";NA;9;"Sotsiaaltoetused";"-1 900";NA;NA;NA
"24";NA;"20";"45";"SE130002";1;"Arengu-ja humanitaarabi";"-11 948 137";NA;NA;NA
"25";NA;"20";"45";NA;1;"Antud sihtotstarbelised toetused";"-543 002";NA;NA;NA
"26";NA;"20";"45";"SE000003";1;"Liikmemaksud";"-6 303 499";NA;NA;NA
"27";NA;NA;"5";NA;NA;"Tööjõu- ja majandamiskulud";"-40 429 130";NA;NA;NA
"28";NA;"10";"5";"SE000001";1;"Õppelaenude tagasimaksmisega seotud kulud";"-8 236";NA;NA;NA
